ID,タイトル,要約,抽出された部署,抽出された担当者,予算,申込締切,提出締切,掲載日,URL
13,【質問回答追加】PLA PLAオープニングセレモニー及びレセプション開催等業務委託に係る企画提案競技(プロポーザル方式)を実施します,県では、世界的な課題となっている海洋プラスチックに関して、回収から再生まで1連 の過程を体験しながら学びを深めることで、1人1人の行動変容を促すとともに、世界に 向けて情報を発信することで、海洋プラスチックの解決を目指す拠点「世界海洋プラスチ ックプランニングセンター」(愛称:PLA PLA)を2026年6月に開設する。 本事業は、PLA PLA の開設に当たり、オープニングセレモニー及びレセプションを開催 するとともに、国内外に向けて...,佐賀県県民環境部脱炭素社会推進課,,1000円,2026-03-11,,2026-03-19,https://www.pref.saga.lg.jp/kiji003118499/index.html
141,世界海洋プラスチックプランニングセンター展示・体験ラボに係る展示設計・施工等業務委託に係る企画提案競技(プロポーザル方式)を実施します,﻿,佐賀県県民環境部脱炭素社会推進課,光枝,1000円,,,2025-08-29,https://www.pref.saga.lg.jp/kiji003115207/index.html
