ID,タイトル,要約,抽出された部署,抽出された担当者,予算,申込締切,提出締切,掲載日,URL
164,美術館に飾るような人間国宝等の器で佐賀の美食を楽しむ期間限定レストラン「USEUM SAGA」運営業務委託に係る企画プロポーザルを実施します,美術館に飾るような人間国宝等の器で佐賀の美食を楽しむ期間限定のプレミアムレストラ ン「USEUM SAGA」(ユージアムサガ)を開催することで、佐賀が誇るべき「食材」と「器」 の付加価値を高めるとともに、これら地域資源を磨き上げることのできる県内料理人の存在 を国内外に広く発信することを目的とする。,サガマリアージュ推進協議会(事務局:佐賀県流通・貿易課),,110円,,,2025-05-12,https://www.pref.saga.lg.jp/kiji003112751/index.html
