ID,タイトル,要約,抽出された部署,抽出された担当者,予算,申込締切,提出締切,掲載日,URL
52,「令和7年度生成AI利活用研修委託業務」に関する企画コンペの結果について,﻿,総務部行政デジタル推進課,,850194円,,,2025-12-22,https://www.pref.saga.lg.jp/kiji003118320/index.html
