ID,タイトル,要約,抽出された部署,抽出された担当者,予算,申込締切,提出締切,掲載日,URL
135,令和7年度9州エコファミリー応援アプリ9州統1広報事業委託業務に係る企画提案競技を実施します,日常生活における身近な地球温暖化対策の普及を図ることを目的とした「9州エコファミリー 応援アプリ」のユーザーを拡大するため、9州各県の若者(主に40 歳代以下)に、アプリに関心 を持ってもらい、ダウンロードを促すためのWeb広報を行う。,(大分県生活環境部環境政策課室内),,19800円,2025-12-25,,2025-12-25,https://www.pref.saga.lg.jp/kiji003117415/index.html
