ID,タイトル,要約,抽出された部署,抽出された担当者,予算,申込締切,提出締切,掲載日,URL
157,佐賀県住生活基本計画(令和8年度版)策定業務委託について、公募型プロポーザル方式により受託者を募集します,﻿,の配置予定,,,2025-06-05,,2025-06-04,https://www.pref.saga.lg.jp/kiji003114022/index.html
