source_url,department_name,source_type,link_match_mode,max_pages,pages_fetched,fetch_failed,all_kiji_links,keyword_matched_links,keyword_filtered_out,matched_in_crawled_log,matched_in_db,matched_with_appearance,matched_with_contact,matched_with_person_name,db_save_rate,person_name_rate,missing_titles_sample,saved_but_no_person_sample
https://www.pref.saga.lg.jp/list00106.html,建設・技術課,proposal,broad,1,1,0,43,8,35,0,0,0,0,0,0.0%,,佐賀県建設関連業務委託最低制限価格制度事務処理要領(令和8年4月1日から適用) | 業務委託契約書(建設関連維持管理業務)の様式 | 【R7年度募集終了しました】外国人材育成セミナー(出前講座)を希望する建設業者を募集します,
https://www.pref.saga.lg.jp/list00118.html,道路課,proposal,broad,1,1,0,43,2,41,1,1,1,0,1,50.0%,100.0%,令和8年度「道路ふれあい月間」推進標語募集のお知らせ,
https://www.pref.saga.lg.jp/list00108.html,土地利活用課,proposal,broad,1,1,0,39,0,39,0,0,0,0,0,,,,
https://www.pref.saga.lg.jp/list00109.html,まちづくり課,proposal,broad,1,1,0,43,6,37,3,3,2,1,0,50.0%,0.0%,佐賀県遺産支援応援プロジェクトの寄附募集について | 佐賀県立佐賀城公園の指定管理者を募集します | 佐賀県立森林公園の指定管理者を募集します,第44回全国都市緑化フェア from SAGA会場実施計画等策定業務委託にかかる公募型プロポーザルを実施します | 佐賀城公園本丸北側エリア公園施設設計及び監修等業務に係る企画提案競技(プロポーザル方式)を実施します | 「スノーピーク グラウンズ 吉野ヶ里」開業セレモニー実施業務委託に係る公募型プロポーザルの審査結果について
https://www.pref.saga.lg.jp/list00110.html,下水道課,proposal,broad,1,1,0,26,1,25,1,1,1,0,0,100.0%,0.0%,,浄化槽台帳整備に係る現地調査業務委託の条件付き一般競争入札を実施します
https://www.pref.saga.lg.jp/list00113.html,建築住宅課,proposal,broad,1,1,0,43,5,38,2,1,0,0,0,20.0%,0.0%,建築設計業務委託契約書等の様式について(令和8年4月) | 県営住宅募集概要 | 宅地建物取引士資格試験に係る協力機関を公募します,県営住宅の入居要件を見直し、入居募集を開始します
https://www.pref.saga.lg.jp/list00114.html,河川砂防課,proposal,broad,1,1,0,43,2,41,0,0,0,0,0,0.0%,,嘉瀬川水系河川整備計画(変更原案)に対する御意見を募集します | 「嘉瀬川水系河川整備計画(変更原案)」に対する御意見を募集します,
https://www.pref.saga.lg.jp/list00152.html,教育総務課,proposal,broad,1,1,0,43,3,40,0,0,0,0,0,0.0%,,「スポットクーラー」の物品調達に係る一般競争入札を行います。 | 佐賀県立彩志学舎中学校(夜間中学) 令和8年度入学希望者追加募集を行います | 佐賀県立彩志学舎中学校(夜間中学)の令和8年度「学習支援員」(ボランティア)を募集します,
https://www.pref.saga.lg.jp/list00156.html,教育振興課,proposal,broad,1,1,0,43,11,32,9,7,3,0,2,63.6%,28.6%,SAGAハイスクールプロモーション業務委託契約の企画提案競技(企画コンペ方式)を行います。 | 令和8年度県内高校入学者受け入れのための生活環境整備・見守り業務委託契約の企画提案競技(プロポーザル方式)を行います。 | 令和8年度佐賀県立特別支援学校幼稚部、高等部及び専攻科の募集定員についてお知らせします,【質問への回答】唯一無二の学校魅力化促進事業における学校魅力化アドバイザー等業務委託契約の企画提案競技(企画コンペ方式)に関する質問について | 【質問への回答】佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルに関する質問について | 佐賀県唐津地区高等学校等寄宿舎舎監業務委託契約に係る公募型プロポーザルを実施します
https://www.pref.saga.lg.jp/list00155.html,教職員課,proposal,broad,1,1,0,43,2,41,2,1,0,0,0,50.0%,0.0%,令和8年度佐賀県教育関係職員健康診断(血液生化学検査等)業務委託に係る一般競争入札を行います,令和8年度(2026年度)学校改革(教育改善・業務改善)伴走型支援業務委託に係るプロポーザルの審査結果について
https://www.pref.saga.lg.jp/list00158.html,学校教育課,proposal,broad,1,1,0,43,5,38,2,2,1,1,0,40.0%,0.0%,令和8年度佐賀県立高等学校入学者選抜の再募集における受検状況をお知らせします | 令和8年度佐賀県立高等学校入学者選抜の再募集における志願状況をお知らせします | 令和8年度佐賀県立高等学校入学者選抜の再募集を行います,令和8年度佐賀らしい探究学習推進事業業務の企画提案競技(プロポーザル方式)の募集を行います。 | 令和8年度「心のテレホン相談事業」の委託に関する企画提案書を募集します。
https://www.pref.saga.lg.jp/list00164.html,保健体育課,proposal,broad,1,1,0,42,4,38,2,2,2,2,0,50.0%,0.0%,第2回スポチャレカップ2025 11月4日(火曜日)エントリー募集開始 | 第1回スポチャレカップ2025 10月1日(水曜日)エントリー募集開始,令和8年度県立学校生徒の結核検診業務委託に係る条件付一般競争入札を実施します | 令和8年度県立学校児童生徒の尿検査業務委託に係る条件付一般競争入札を実施します
https://www.pref.saga.lg.jp/list04155.html,SAGAスポーツピラミッド推進チーム,press_release,,1,1,0,43,19,24,6,5,2,2,2,26.3%,40.0%,第7回Minecraftカップ自治体パートナー賞「SSP Growing賞」の表彰式を開催します | 世界的アスリート育成校「IMGアカデミー」のコーチによる「IMG-SAGAクリニック」を開催します | SAGAスポーツビジネスシンポジウム2026を開催します,西9州大学スポーツ健康科学センターにHPSCネットワーク連携機関指定証書が交付されます | 競技の垣根を越えて学びあおう 「第4回SSPクロスキャンプ」を開催します | 「ジャパンラグビーリーグワンDIVISION1」の佐賀県初開催に伴いリコーブラックラムズ東京のGMが山口知事を訪問されます
https://www.pref.saga.lg.jp/list00006.html,秘書課,press_release,,1,1,0,43,9,34,5,5,0,0,0,55.6%,0.0%,佐賀県知事の資産等を公開します | 令和7年春の叙勲受章者が決定されました | 令和7年春の褒章受章者が決定されました,令和7年秋の叙勲受章者が決定されました | 令和7年秋の褒章受章者が決定されました | 第45回危険業務従事者叙勲受章者が決定されました
https://www.pref.saga.lg.jp/list00004.html,広報広聴課,press_release,,1,1,0,43,9,34,2,4,3,2,1,44.4%,25.0%,令和7年度 パブリック・コメント実施 一覧表 | 10000人超が参加した佐賀県×忍たま乱太郎プロジェクトから誕生! 「忍たま乱太郎×佐賀県~豆腐のくにを求めての段~」 久々知兵助の限定描き下ろしイラストを使用したコラボグッズの受注販売が決定! | 佐賀キングダム空港特別展 わずか2週間で来場者2.40000人突破「キングダム×有田焼」コラボ作品 数量限定・抽選販売が決定!連日大反響の展示作品、ついに入手可能に―。,福岡県向けルート・グランブルーの情報発信事業業務委託に係る企画競争の結果をお知らせします | 令和8年度(2026年度)佐賀県の情報発信業務に係るプロポーザルを実施します | 福岡都市圏における佐賀県ブランドイメージ等調査・集計業務委託に係る企画競争の結果をお知らせします
https://www.pref.saga.lg.jp/list00009.html,危機管理防災課,press_release,,1,1,0,42,14,28,1,2,2,1,1,14.3%,50.0%,第61回佐賀県防災会議を開催します | 佐賀県オフサイトセンター清掃業務委託の契約内容及び相手方の決定方法を公表します(地方自治法施行令第167条の2第1項第3号による随意契約) | 第72回佐賀県消防大会を開催します,【危機管理防災課】令和7年度原子力防災活動資機材(サーベイメータ)点検・校正業務に係る条件付1般競争入札を実施します。
https://www.pref.saga.lg.jp/list00161.html,報道課,press_release,,1,1,0,43,14,29,0,0,0,0,0,0.0%,,高市内閣に対する知事コメントを発表します | 「職員の給与等に関する報告及び勧告」に関する知事コメントを発表します | 10月4日からの大雨による被害状況等をお知らせします(10月4日17時0分現在),
https://www.pref.saga.lg.jp/list00136.html,統計分析課,press_release,,1,1,0,43,8,35,0,0,0,0,0,0.0%,,令和7年度 学校保健統計調査(確報値)の概要をお知らせします | 令和8年度 統計の日(10月18日)の標語募集! | 「令和7年度統計データ利活用公開セミナー」を開催します,
https://www.pref.saga.lg.jp/list00130.html,法務私学課,press_release,,1,1,0,43,10,33,0,0,0,0,0,0.0%,,佐賀県情報公開・個人情報保護審査会の答申 | 第90回(令和7年度第4回)佐賀県情報公開・個人情報保護審査会 | 行政機関等匿名加工情報の提案募集,
https://www.pref.saga.lg.jp/list00132.html,人事課,press_release,,1,1,0,43,17,26,0,0,0,0,0,0.0%,,令和8年3月31日付け退職辞令交付式・退職セレモニー及び令和8年4月1日付け新規採用職員辞令交付式を行います | 山口知事が令和7年度の包括外部監査の結果について報告を受けます | さがPPP/PFI研究フォーラムの設立及び第1回フォーラムを開催します,
https://www.pref.saga.lg.jp/list00133.html,財政課,press_release,,1,1,0,43,19,24,0,0,0,0,0,0.0%,,物価高騰対応重点支援地方創生臨時交付金について | 佐賀県内で「宝くじ幸運アンバサダー」によるキャンペーン等が実施されます | 令和8年度当初予算についてお知らせします,
https://www.pref.saga.lg.jp/list00134.html,税政課,press_release,,1,1,0,43,3,40,0,0,0,0,0,0.0%,,プロジェクト応援寄附・寄附募集プロジェクト一覧 | 佐賀県税事務所の移転のお知らせ | 県税の猶予制度に関するお知らせ,
https://www.pref.saga.lg.jp/list00131.html,資産活用課,press_release,,1,1,0,43,7,36,0,0,0,0,0,0.0%,,「中之小路賓館」春の特別公開を行います | 令和8年度(令和8年4月1日から令和9年3月31日)の県庁舎への広告掲載を募集します | 「中之小路賓館」秋の特別公開を行います,
https://www.pref.saga.lg.jp/list00007.html,行政デジタル推進課,press_release,,1,1,0,39,13,26,7,7,4,1,2,53.8%,28.6%,佐賀県職員向けに生成AI利活用研修を開催します | ICTに関する講演会を開催します | ICTに関する講演会が開催されます,ノーコードツール(kintone)調達に係る一般競争入札を実施します | 「令和7年度生成AI利活用研修委託業務」に関する企画コンペを実施します。 | DXスキル向上につながる学びを支える土台・人づくりに係る業務委託の企画提案競技(企画コンペ方式)の審査結果をお知らせします
https://www.pref.saga.lg.jp/list00135.html,市町支援課,press_release,,1,1,0,43,7,36,0,0,0,0,0,0.0%,,令和7年地方公務員給与実態調査に係る佐賀県内市町のラスパイレス指数(令和7年4月1日)を公表します | 普通交付税等(市町村分)決定状況 | 佐賀県内で宝くじ幸運アンバサダーによるキャンペーン等が実施されます,
https://www.pref.saga.lg.jp/list00010.html,さが 創生推進課,press_release,,1,1,0,43,31,12,4,8,5,4,0,25.8%,0.0%,佐賀日めくりカレンダー2027に使用するイラスト・佐賀にまつわるひとこと自慢の募集を予定しています。 | さがすき推進事業(日めくりカレンダー作成及び普及)業務委託の委託先を決定しました | 「山の会議(仮)深掘り会議」を開催します~初挑戦!地域を「国」として捉え直す山間連邦シミュレーション~,令和8年度「地域主体の持続可能なスローツーリズムの仕掛けづくり」事業の委託に係る公募型プロポーザルを実施します | 佐賀さいこう!企画アカデミア企画・運営業務委託に係る企画コンペを実施します | SAGAローカリストアカデミー企画・運営業務委託に係る企画コンペを実施します
https://www.pref.saga.lg.jp/list06305.html,多文化共生さが推進課,press_release,,1,1,0,43,8,35,0,0,0,0,0,0.0%,,【重要】システムメンテナンスのお知らせ(旅券のオンライン申請が1時できなくなります) | 嬉野市で「多文化ボッチャ交流会」を開催します | 令和7年3月24日からパスポート(旅券)の交付までの日数と交付手数料が変わりました,
https://www.pref.saga.lg.jp/list00116.html,空港課,press_release,,1,1,0,43,6,37,0,0,0,0,0,0.0%,,✈九州佐賀国際空港「国際線グループ旅行支援」を実施しています✈ | 【佐賀県】九州佐賀国際空港で「管制セミナー」を開催します | 【佐賀県】2025年度 第3弾「航空教室@九州佐賀国際空港」を実施します,
https://www.pref.saga.lg.jp/list00117.html,交通政策課,press_release,,1,1,0,43,13,30,0,2,2,0,0,15.4%,0.0%,自家用有償旅客運送についてお知らせします | 令和8年度在来線利用促進事業費補助金の募集を行います | 「バスでワクワク!ぼうけんシールラリー」を実施します~バスに乗って佐賀の好きなところへ行ってみよう!~,佐賀県地域公共交通計画(案)策定業務に関する公募型プロポーザルの参加者を募集します。 | 令和7年度「歩こう。佐賀県。」情報発信等業務委託に関する公募型プロポーザルの参加者を募集します
https://www.pref.saga.lg.jp/list00119.html,港湾課,press_release,,1,1,0,34,11,23,1,1,1,1,0,9.1%,0.0%,「佐賀県港湾整備事業経営戦略の改定(素案)」については、意見の募集を終了しました。 | 【佐賀県】第3回 唐津港及び伊万里港の港湾脱炭素化推進協議会を開催します | 「佐賀県港湾整備事業経営戦略(素案)」について意見を募集します,唐津キャッスルベイ拠点エリア(西ノ浜地区)デザインプロデュース等業務委託に係る公募型プロポーザルを実施します。
https://www.pref.saga.lg.jp/list00022.html,文化課,press_release,,1,1,0,43,25,18,4,8,8,5,1,32.0%,12.5%,吉野ヶ里遺跡「魅せる収蔵庫」プロジェクト応援寄附金の募集を開始します | 【佐賀県】佐賀県と国立大学法人東京大学総合研究博物館との「吉野ヶ里遺跡出土品利活用に関する連携協定」締結式を実施します | 佐賀県財務規則第101条の2第1項による公表事項 シルバー人材センターからの役務の調達に関する契約前の公表,<鍋島藩窯クリスマスイベント実行委員会事業> 令和8年度鍋島藩窯クリスマスイベント実施業務に係る公募型プロポーザルを実施します。 | 令和8年度佐賀県伝承芸能保存活用事業次世代継承のためのマニュアル制作業務委託に係る公募型プロポーザルを実施します | 江藤新平復権プロジェクト広報業務の委託に係る公募型プロポーザルを実施します
https://www.pref.saga.lg.jp/list00066.html,観光課,press_release,,1,1,0,31,17,14,2,4,4,2,1,23.5%,25.0%,「世界の文化創造拠点 ARITAプロジェクト」における文化体験プログラム造成事業共同申請パートナーを募集します | 佐賀県・長崎県連携事業 フリーマガジン「SとN」第9号を発行しました | 令和7年度 佐賀県観光デジタル人流分析 月次レポートを公表します,「令和8年度グランブルー・ツーリズム情報発信事業」業務委託に係るプロポーザルへの質問書に対する回答を公表します | 「令和8年度グランブルー・ツーリズム情報発信事業」業務委託に係るプロポーザルを 実施します | 【11/20 質問回答追加】「世界の文化創造拠点ARITAプロジェクト」における自走化戦略策定及びプロジェクトチーム運営業務委託に係るプロポーザルを実施します
https://www.pref.saga.lg.jp/list00013.html,県民協働課,press_release,,1,1,0,43,31,12,5,5,5,5,1,16.1%,20.0%,【令和9年度実施事業】企業版ふるさと納税を活用したCSOによる地域課題解決事業を募集します | 「さがすたいる市町連携ミーティング」を初開催します | 【佐賀県】特定非営利活動法人の設立の認証を取消しました,令和8年度(2026年度)CSOマネジメントアカデミー事業委託業務に係るプロポーザルの審査結果をお知らせします。 | 令和8年度(2026年度)CSOつながり支援事業委託業務に係るプロポーザルの審査結果をお知らせします。 | CSO”志”応援事業事務局運営委託業務に係るプロポーザル結果をお知らせします
https://www.pref.saga.lg.jp/list00023.html,まなび課,press_release,,1,1,0,43,20,23,0,0,0,0,0,0.0%,,佐賀県内の読み聞かせグループ等が令和8年度文部科学大臣表彰の「子供の読書活動優秀実践団体」等に選ばれました | 令和7年度「スクール読書チャレンジ運動」の入賞校を決定しました | 令和7年度「スクール読書チャレンジ運動」の取組結果をお知らせします,
https://www.pref.saga.lg.jp/list00014.html,人権・同和対策課,press_release,,1,1,0,43,15,28,0,0,0,0,0,0.0%,,弁護士による無料相談を実施します(人権全般)〈実施日:令和8年4月15日〉予約制 | 佐賀県解放会館指定管理者の事業報告を公表します | 認定特定非営利活動法人スチューデント・サポート・フェイスへ 人権研修の講師を派遣しました,
https://www.pref.saga.lg.jp/list00016.html,くらしの安全安心課,press_release,,1,1,0,43,15,28,2,2,2,1,0,13.3%,0.0%,「第3次佐賀県犯罪被害者等支援推進計画(案)」に関する意見募集結果 | 「第2次佐賀県食育・食品ロス削減推進計画(案)」についての意見募集結果 | 【佐賀県】「SAGA BLUE PROJECT CHALLENGE! Thanks Forum Vol.2」 を開催します,令和8年度佐賀県固定電話機設置費補助事業周知及び受付審査業務委託にかかるプロポーザルを実施します | 令和8年度「SAGA BLUE PROJECT」交通安全啓発事業企画運営業務委託に係る企画コンペを実施します
https://www.pref.saga.lg.jp/list00017.html,脱炭素社会推進課,press_release,,1,1,0,43,29,14,8,8,5,5,1,27.6%,12.5%,令和8年度SAGAゼロカーボン加速化事業(事業者向け)補助金の補助金交付事務を行う事業者(執行団体)を選定しました | SAGAゼロカーボン加速化事業 施工業者向け説明会を開催します | ゼロカーボン体験フェスを開催します,世界海洋プラスチックプランニングセンター展示・体験ラボに係る展示設計・施工等業務委託に係るプロポーザルの審査結果をお知らせします | 【質問回答追加】PLA PLAオープニングセレモニー及びレセプション開催等業務委託に係る企画提案競技(プロポーザル方式)を実施します | 令和7年度9州エコファミリー応援アプリ9州統1広報事業委託業務に係る企画提案競技を実施します
https://www.pref.saga.lg.jp/list00018.html,原子力安全対策課,press_release,,1,1,0,43,11,32,0,0,0,0,0,0.0%,,令和7年度第4回佐賀県環境放射能技術会議を開催します | 第101回佐賀県原子力環境安全連絡協議会を開催します | 九州電力から玄海3号機定期検査中の計器の不具合について原因と対策が報告されました,
https://www.pref.saga.lg.jp/list00019.html,有明海再生・環境課,press_release,,1,1,0,43,9,34,0,0,0,0,0,0.0%,,第53回佐賀県環境審議会を開催します | 第一種フロン類充塡回収業者の皆様へ(申請・届出・充塡量及び回収量報告) | 第80回佐賀県環境影響評価審査会を開催します,
https://www.pref.saga.lg.jp/list00020.html,循環型社会推進課,press_release,,1,1,0,43,21,22,0,0,0,0,0,0.0%,,プラスチックごみ削減に関する啓発業務委託に係るプロポーザルを実施します | 令和8年8月31日までに令和7年度の産業廃棄物処理実績報告書を提出してください | 令和8年(令和7年度実績) 「産業廃棄物管理票(マニフェスト)交付等状況報告書」を提出してください,
https://www.pref.saga.lg.jp/list00032.html,社会福祉課,press_release,,1,1,0,43,17,26,1,1,0,0,0,5.9%,0.0%,社会福祉法人現況報告書及び社会福祉法人指導監査資料の様式 | さが生活困窮者エールプロジェクト(令和8年4月から助成対象CSOを募集開始します) | 救護施設への物価高騰対応支援金の申請受付を開始しました,嬉野市が県内の市町で初めて「ひなんさんぽ」を実施されます
https://www.pref.saga.lg.jp/list00034.html,長寿社会課,press_release,,1,1,0,43,14,29,2,2,1,1,0,14.3%,0.0%,令和7年度喀痰吸引等研修実施委員会(第2回) | 令和8年度地域介護・福祉空間整備等施設整備交付金における一次協議を行います | 第57回佐賀県高齢者保健福祉推進委員会を開催します,さが介護業務効率化サポートセンター設置・運営業務委託に係る企画提案競技(プロポーザル方式)の募集を行います | 令和6年度の高齢者虐待について公表します
https://www.pref.saga.lg.jp/list00035.html,障害福祉課,press_release,,1,1,0,43,20,23,3,4,4,2,2,20.0%,50.0%,「強度行動障害に係る実態調査」の結果をお知らせします | 令和8年度佐賀県サービス管理責任者等研修が開催されます(NPO法人佐賀県地域生活支援ネットワーク主催分) | 令和8年度佐賀県サービス管理責任者等研修が開催されます(公益社団法人佐賀県社会福祉士会実施分),令和8年度佐賀県入院者訪問支援事業実施業務に係る企画提案競技(プロポーザル方式)参加者を募集します | 令和8年度佐賀県医療的ケア児支援センター運営業務に係る企画提案競技(プロポーザル方式)参加者を募集します
https://www.pref.saga.lg.jp/list00036.html,医務課,press_release,,1,1,0,43,17,26,2,2,2,1,2,11.8%,100.0%,地域医療支援病院の業務報告書(令和6年度分)を公表します | 令和6年 衛生行政報告例及び業務従事者届(隔年調査) | 令和7年度地域医療構想調整会議の開催結果について,
https://www.pref.saga.lg.jp/list00037.html,国民健康保険課,press_release,,1,1,0,43,12,31,5,2,1,1,0,16.7%,0.0%,令和8年度特定健診受診促進広報事業業務委託に係るプロポーザルを実施します。 | 令和7年度第1回佐賀県国民健康保険運営協議会を開催します | 令和7年度国民健康保険関係者功績厚生労働大臣表彰の伝達式を行います,【説明会資料掲載】令和8年度佐賀県特定保健指導力向上人材育成事業業務委託に係るプロポーザルの説明会を実施しました。 | 令和8年度佐賀県特定保健指導力向上人材育成事業業務委託に係るプロポーザルを実施します
https://www.pref.saga.lg.jp/list00038.html,健康福祉政策課,press_release,,1,1,0,43,8,35,0,0,0,0,0,0.0%,,「歩かないと、忍び寄るもの。」、「この電柱よりも太いお腹はメタボかも?」が第63回 JAA広告賞 消費者が選んだ広告コンクールにおいてメダリストをW受賞しました | アレルギー疾患で受診できる医療機関をお知らせします | さが桜マラソン2026プレイベント「第2回SAGATOCO桜ウォーク」を開催します,
https://www.pref.saga.lg.jp/list00039.html,薬務課,press_release,,1,1,0,43,4,39,0,0,0,0,0,0.0%,,令和7年度 佐賀県登録販売者試験合格発表 | 第45回(令和7年度第1回)佐賀県環境審議会温泉部会を開催します | 令和7年度(2025年度)麻薬小売業者間譲渡許可継続申請についてお知らせします,
https://www.pref.saga.lg.jp/list00040.html,生活衛生課,press_release,,1,1,0,43,10,33,0,0,0,0,0,0.0%,,令和6年度「佐賀県の水道」を公表しました | 「令和8年度佐賀県食品衛生監視指導計画(案)」についての意見募集結果を公表します | 令和7年度食品、添加物等の年末一斉取締りの実施結果を取りまとめました,
https://www.pref.saga.lg.jp/list00162.html,男女参画・女性の活躍推進課,press_release,,1,1,0,43,20,23,0,0,0,0,0,0.0%,,「佐賀県男女共同参画の現状と施策」(令和7年版)を公表しました | 第48回男女共同参画推進審議会を開催します | 【子育てランド九州プロジェクト】「職場でのもやもや体験談」を募集します!,
https://www.pref.saga.lg.jp/list00015.html,こども未来課,press_release,,1,1,0,43,20,23,4,4,4,1,0,20.0%,0.0%,研修案内(幼稚園・認定こども園・保育所等) | 令和7年度第2回幼保連携型認定こども園審議会の結果について | 第75回”社会を明るくする運動”作文コンテスト表彰式が開催されました,令和8年度年長児向けSAGAアクア体験会“SAGA Enji Basha Vol.5”実施等業務委託公募型プロポーザルを実施します | 令和8年度佐賀県保育士等キャリアアップ研修業務委託に係る企画コンペを実施します | 結婚支援管理システム構築・運用・保守業務委託に係る公募型プロポーザルを実施します
https://www.pref.saga.lg.jp/list00033.html,こども家庭課,press_release,,1,1,0,43,14,29,1,1,1,0,0,7.1%,0.0%,令和7年度佐賀県北部児童相談所の第三者評価報告書の掲載について | さがこどもエールプロジェクト(令和8年4月から助成対象CSOを募集開始します) | 児童養護施設等への物価高騰対応支援金の申請受付を開始しました,【2月20日追記:質問回答掲載】佐賀県母子父子寡婦福祉資金未収金回収業務委託に係る企画コンペを実施します
https://www.pref.saga.lg.jp/list00056.html,産業政策課,press_release,,1,1,0,43,18,25,5,4,4,3,4,22.2%,100.0%,適正な時価研究プロジェクトを実施しました | 佐賀県の経済動向調査結果についてお知らせします | 令和8年度佐賀県移住起業支援事業コーディネーター業務委託に係る企画提案競技(企画コンペ方式)を実施します。,
https://www.pref.saga.lg.jp/list00057.html,ものづくり産業課,press_release,,1,1,0,43,29,14,5,4,3,0,1,13.8%,25.0%,オープンファクトリーにチャレンジする事業者等を募集します | オープンファクトリーにチャレンジする事業者等を募集します(締切日:令和8年4月24日) | NEXT佐賀ものづくり投資促進事業費補助金の募集を開始します(募集期間:令和8年4月1日~4月22日),質問回答|令和8年度産福連携プロジェクト運営等委託業務のプロポーザル仕様書などへの質問について | 令和8年度理系人材育成事業(キミノミチ発見ラボ)企画運営等業務委託の公募型プロポーザルを実施します | 令和8年度産福連携プロジェクト運営等委託業務のプロポーザルを実施します
https://www.pref.saga.lg.jp/list00058.html,企業立地課,press_release,,1,1,0,30,19,11,0,0,0,0,0,0.0%,,マルキユー株式会社と吉野ヶ里との進出協定締結式が行われます | 株式会社CygamesPicturesと佐賀市との進出協定締結式が行われます | Bizplus株式会社と佐賀市との進出協定締結式が行われます,
https://www.pref.saga.lg.jp/list00059.html,産業人材課,press_release,,1,1,0,43,21,22,6,6,4,4,2,28.6%,33.3%,令和8年度「佐賀県外国人材雇用サポート事業」企画・運営業務の委託先を決定しました | 佐賀県社会保険労務士会と連携協定を締結します | 第33回技能グランプリ入賞者(フラワー装飾職種)への表彰状の贈呈及び 入賞報告を行います ~ 佐賀県勢 ”初”の快挙、ついに銅賞の壁を突破!~,令和8年度県内企業訪問ツアー企画・運営業務に関する企画提案を募集します | 令和8年度職業訓練(委託訓練)企画コンペの審査結果(8~11月訓練開始分) | 令和8年度「佐賀県外国人材雇用サポート事業」企画・運営業務委託に関する企画提案を募集します
https://www.pref.saga.lg.jp/list00060.html,流通・貿易課,press_release,,1,1,0,43,24,19,2,2,0,0,0,8.3%,0.0%,"14,800人が来場!台湾で佐賀陶磁器展Vol.3を開催しました | 「佐賀県伝統産業関連中小企業 生産性向上・陶土価格高騰緩和支援補助金」の申請受付を開始します | 「産業の未来をひらくプロジェクト事業費補助金」の申請受付を開始します",【質問に対する回答】SAGA BARプロモーション事業「飲食店連携」業務委託に係るプロポーザルに関する質問について | SAGA BARプロモーション事業「若者向け佐賀酒学」業務委託に係る企画提案競技(プロポーザル)を実施いたします
https://www.pref.saga.lg.jp/list00061.html,経営支援課,press_release,,1,1,0,6,0,6,0,0,0,0,0,,,,
https://www.pref.saga.lg.jp/list00163.html,農政企画課,press_release,,1,1,0,35,8,27,0,0,0,0,0,0.0%,,令和8年度影響緩和措置の要否を公表しました | 重点支援地方交付金を活用した農林漁業者向け物価高騰支援事業のご案内 | 「第27回SAGAラボ10+G」を開催します,
https://www.pref.saga.lg.jp/list00068.html,生産者支援課,press_release,,1,1,0,44,10,34,1,1,1,0,0,10.0%,0.0%,「令和8年度 愛鳥週間用ポスター原画コンクール」において県内小学生の作品が(公財)日本鳥類保護連盟会長賞を受賞しました | 令和7年度佐賀県愛鳥週間ポスターコンクールの入賞者が決定しました | 令和7年度狩猟免許更新講習及び適性検査のお知らせ,【12月24日追記:質問回答掲載】佐賀県農業改良資金未収金回収務委託に係る公募型プロポーザルを実施します。
https://www.pref.saga.lg.jp/list00069.html,農業経営課,press_release,,1,1,0,44,19,25,0,0,0,0,0,0.0%,,令和7年度普及指導活動の外部評価を実施しました。 | 令和7年度佐賀県農業改良普及事業成果報告会を開催します | 佐賀県が都道府県で初めてノウフク・アワード2025 準グランプリを受賞しました,
https://www.pref.saga.lg.jp/list00070.html,園芸農産課,press_release,,1,1,0,44,25,19,2,2,1,1,0,8.0%,0.0%,令和7年度佐賀県果樹技術・経営コンクールの表彰式を開催します | 全国お茶まつり消費拡大イベント業務委託に係るプロポーザルを実施します | 佐賀のお茶広報業務委託に係るプロポーザルを実施します,衛星画像等を活用した経営所得安定対策等に係る現地確認業務の省力化に向けた実証に関する業務委託に係るプロポーザルの結果をお知らせします | 第80回全国お茶まつり佐賀大会広報資材デザイン作成業務委託に係る 企画コンペを実施します
https://www.pref.saga.lg.jp/list00071.html,畜産課,press_release,,1,1,0,44,12,32,0,0,0,0,0,0.0%,,佐賀県畜産・家畜衛生技術研究発表会について | 令和7年度第2回「さが畜産GO×2プロジェクト」研修会及び第4回「佐賀県FUNBAL堆肥コンクール」の表彰式を開催します | 佐賀県飼養衛生管理指導等計画の公表について,
https://www.pref.saga.lg.jp/list00111.html,農山村課,press_release,,1,1,0,44,11,33,2,2,0,0,0,18.2%,0.0%,令和8年度 みんなの中山間チャレンジ応援事業費補助金(チャレンジ中山間タイプ)の募集を行います | 農山漁村地域整備交付金の整備計画と事前評価、事後評価結果を掲載します | 令和7年度 佐賀県ふるさと水と土指導員研修会を開催します,中山間地域における企業や非農家組織等の多様な人材による取組事例集の配布を開始しました。 | 中山間地域における地域おこし協力隊導入に関する研修会を開催します
https://www.pref.saga.lg.jp/list00112.html,農地整備課,press_release,,1,1,0,18,6,12,0,0,0,0,0,0.0%,,「令和7年度 さが農業農村振興の集い」を開催しました | 「令和5年度 さが農業農村振興の集い」を開催しました。 | 令和5年度土地改良区体制強化事業(技術実践向上)研修会が開催されました,
https://www.pref.saga.lg.jp/list00073.html,林業課,press_release,,1,1,0,44,20,24,1,2,0,0,0,10.0%,0.0%,意欲と能力のある林業経営者を公表します | 林業経営体に関する情報の登録・公表について | 企業版ふるさと納税を活用した「植林イベント」を開催します,【質問への回答]「ふる郷の木づかいプロジェクト」イベント開催業務委託に係る企画コンペに関する質問への回答について | 令和6年度 佐賀県造林補助金等申請システム導入業務委託に係る企画提案競技(プロポーザル方式)の結果をお知らせします
