ID,タイトル,要約,抽出された部署,抽出された担当者,予算,申込締切,提出締切,掲載日,URL
2,「SSPフレッシュシリーズ2025」開催業務委託に係る 企画コンペを実施します,県が推進するSAGAスポーツピラミッド構想(SSP構想)では、「中高生アスリ ートの育成」や、「だれもがそれぞれのスタイルでスポーツに関わる文化」の定着に向 けた取り組みを進めている。 本事業では、秋・冬に開催される佐賀県高校新人大会全体を「SSPフレッシュシ リーズ2025」として開催し、大会を1体的に盛り上げるとともに、SSP構想の もと「育成」を行う高校生や、保護者、県民1般に対し「SSP構想」の浸透を図る ものである。,佐賀県 SAGA スポーツピラミッド推進チーム,米倉,,,,2025-06-23,https://www.pref.saga.lg.jp/kiji003114405/index.html
